,Block_G50-G59,Block_E00-E07,Block_M91-M94,Block_M80-M85,Block_C43-C44,Block_M15-M19,Block_N30-N39,Block_M65-M68,Block_D70-D77,Block_B95-B98,Block_K00-K14,Block_K80-K87,Block_C64-C68,Block_K90-K93,Block_J80-J84,Block_F20-F29,Block_F30-F39,Block_J90-J94,Block_F40-F48,Block_E65-E68,Block_G35-G37,Block_J95-J99,Block_E10-E14,Block_B35-B49,Block_C81-C96,Block_M60-M63,Block_K70-K77,Block_M95-M99,Block_D60-D64,Block_L60-L75,Block_C15-C26,Block_D65-D69,Block_I70-I79,Block_L20-L30,Block_L50-L54,Block_D37-D48,Block_M40-M43,Block_L55-L59,Block_A30-A49,Block_K20-K31,Block_E20-E35,Block_D50-D53,Block_M20-M25,Block_H65-H75,Block_M50-M54,Block_F10-F19,Block_K55-K64,Block_N00-N08,Block_F00-F09,Block_M45-M49,Block_G90-G99,Block_I80-I89,Block_J20-J22,Block_J40-J47,Block_K35-K38,Block_K50-K52,Block_K40-K46,Block_L40-L45,Block_I60-I69,Block_A00-A09,Block_I30-I52,Block_I10-I15,Block_H53-H54,Block_J30-J39,Block_G80-G83,Block_N10-N16,Block_I26-I28,Block_E50-E64,Block_I95-I99,Block_H80-H83,Block_C30-C39,Block_M86-M90,Block_H60-H62,Block_H10-H13,Block_H15-H22,Block_I05-I09,Block_H43-H45,Block_H90-H95,Block_H00-H06,Block_B25-B34,Block_G60-G64,Block_I20-I25,Block_L00-L08,Block_H40-H42,Block_G40-G47,Block_L80-L99,Block_H25-H28,Block_H55-H59,Block_N25-N29,Block_M70-M79,Block_D80-D89,Block_H49-H52,Block_J09-J18,Block_G20-G26,Block_G30-G32,Block_M05-M14,Block_N17-N19,Block_E70-E90,Block_D00-D09,Block_B00-B09,Block_H30-H36,Block_K65-K67,Block_N20-N23
Block_H60-H62,1.0,0.9677587059890419,1.0,0.9905919587092956,1.0,1.0,1.0,1.0,1.0,0.9799114149077423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973548860845921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6992073962408809,1.0,1.0
Block_H10-H13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945533801378733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35948738477965136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H15-H22,1.0,0.9874142875291003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9870772610518298,1.0,1.0,1.0,1.0,1.0,1.0,0.9825058759454901,1.0,0.9783165183507685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9823223304703363,1.0,0.9511547181283668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8804771390665607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9723710518002231,1.0,1.0,1.0,1.0,1.0,0.9724498043068212,1.0,1.0,0.9262288886436683,1.0,1.0,1.0,1.0
Block_I05-I09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9577987689721361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942791724567669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.882148869802242
Block_H43-H45,1.0,0.9959379787666709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958292039388625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,0.8174258141649446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7565677522199261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H90-H95,1.0,1.0,1.0,1.0,1.0,0.9825922344044302,1.0,1.0,0.6535898384862247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174258141649446,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H00-H06,1.0,0.9942554344811785,0.9037749551350623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7817821097640076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992015061359626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959391846509882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9900912360337809,1.0,1.0,1.0,0.9914067272742326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37037037037037035,1.0,1.0,1.0,1.0,1.0,0.9037749551350623,1.0,1.0,1.0,1.0,0.9887760828383088,0.38171597766468834,1.0,1.0,1.0
Block_B25-B34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8873127660361978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673139774769693,1.0,1.0,1.0,1.0,1.0
Block_G60-G64,1.0,0.9974309521997428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709005551264195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8924973068461117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174258141649446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9943763398531574,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I20-I25,1.0,0.9879438447486151,1.0,1.0,0.9753050660134138,0.9952835085695703,1.0,0.9892054201090483,1.0,1.0,1.0,1.0,1.0,0.9921599660449436,1.0,1.0,1.0,1.0,0.855751358621068,1.0,1.0,1.0,0.907914674162382,1.0,1.0,0.9478572253277927,1.0,1.0,1.0,1.0,1.0,1.0,0.9798051902069496,1.0,1.0,1.0,0.971440226101123,1.0,1.0,0.9975510195921763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929690696975092,1.0,0.9164596101436122,1.0,1.0,1.0,1.0,1.0,0.996393049056194,1.0,1.0,1.0,0.721595903800982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.551115123125783e-16,1.0,0.590496156988239,1.0,1.0,0.7893716674957822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7850584782266592,1.0,1.0,1.0,1.0,1.0
Block_L00-L08,1.0,0.9958506134764574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9300621393819765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9385776988972702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9674355195487082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H40-H42,1.0,0.9991929582162056,1.0,1.0,0.8908964219075176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8720809990728033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963357915996959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.904781242173061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.590496156988239,1.0,-2.220446049250313e-16,1.0,1.0,0.5770147406761515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846715165128759,1.0,1.0,1.0
Block_G40-G47,0.991169784286233,0.9980851448270595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9248353971997171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6783662395486615,1.0,1.0,1.0,1.0,1.0,1.0,0.35948738477965136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,0.9503096005000047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_L80-L99,1.0,1.0,1.0,1.0,0.8007213867947256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864534622106678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5873388948595857,1.0,1.0,1.0,0.9116461588326563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9844732476488866,1.0,1.0,1.0,1.0,1.0,0.9984461818311784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964441058720851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H25-H28,1.0,0.9938438262371441,1.0,1.0,0.9837873362062332,0.9655948823398013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954849808213136,1.0,1.0,1.0,1.0,1.0,1.0,0.9926653655138691,1.0,0.9196954948532126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8764735288996727,1.0,0.9893812556317254,1.0,1.0,0.9966544517026739,0.9986844291625809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9343467835701387,1.0,1.0,1.0,1.0,0.5256583509747432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7893716674957822,1.0,0.5770147406761515,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9599679615487282,1.0,1.0,1.0,1.0,1.0
Block_H55-H59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980338678814824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996220652206998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09075879068336534,1.0,1.0,1.0
Block_N25-N29,1.0,1.0,1.0,0.9842573358481712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9534379802820281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.9609081115804042,1.0,1.0,1.0,1.0,0.9695768371272411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9503096005000047,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M70-M79,1.0,0.9973920250156317,1.0,1.0,1.0,0.9863964462875948,1.0,1.0,1.0,1.0,1.0,0.7733480703691534,1.0,0.9973221873625132,1.0,1.0,1.0,1.0,1.0,1.0,0.996374918145231,1.0,0.9955068115654193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364286921562807,1.0,1.0,0.9407951110004781,1.0,1.0,0.9369766065938391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9865045623736515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553895666789488,1.0,0.9752328179993565,1.0,1.0,0.9351028918926666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9723710518002231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.661338147750939e-16,1.0,1.0,1.0,1.0,1.0,0.9942911280272458,1.0,0.9901072496200374,0.9847133633927195,1.0,1.0,1.0,1.0
Block_D80-D89,1.0,0.8993483716563383,1.0,0.7078433612494461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8857744482428522,1.0,1.0,1.0,1.0,1.0,1.0,0.9815913640524424,1.0,0.8798304994199302,0.7479250200923178,0.6547929029866029,1.0,1.0,1.0,0.7940385461812844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9892785665600276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8873036189738861,1.0,1.0,1.0,0.9722644580172947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9908959143075722,1.0,1.0
Block_H49-H52,1.0,1.0,1.0,1.0,1.0,0.941974114681434,1.0,1.0,1.0,1.0,1.0,0.7997378923042815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948831362903111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7565677522199261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_J09-J18,1.0,0.984957196385924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9753966084347439,1.0,1.0,1.0,0.9980692965872734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914626527904686,1.0,1.0,1.0,1.0,1.0,0.9711804791147882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9971871912333408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.960594479688045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,0.6190476190476193,1.0,1.0,1.0,1.0,1.0,1.0
Block_G20-G26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930848402897762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9059279131616402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9037749551350623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_G30-G32,1.0,1.0,1.0,1.0,1.0,1.0,0.913370383635158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887437765779568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19024663600978042,1.0,1.0,1.0,1.0,0.9919590115731161,1.0,1.0,0.98226620780652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8895684739251535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9674355195487082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,0.7259104559202254,1.0,1.0,1.0,1.0,1.0
Block_M05-M14,0.9840103898709726,0.733227803812193,1.0,0.9747685529962066,0.8461899236361446,0.9898264160060627,0.9879184399669098,1.0,1.0,1.0,1.0,0.9989910451358818,1.0,0.7596838088330821,0.9874251136293036,1.0,1.0,1.0,0.98133113534847,0.9984301819086148,0.484898259111208,1.0,0.550841782635517,1.0,0.9923958668963574,1.0,0.9721384927792351,1.0,0.9425526719655213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986793727792149,1.0,0.9802630212115849,0.9704819331858798,1.0,1.0,0.9980361326901666,0.8524876830943505,1.0,1.0,1.0,1.0,1.0,0.9636994298442473,0.5413415805257862,1.0,1.0,1.0,0.8531472372407343,1.0,1.0,1.0,0.8430253575201115,1.0,0.8353560895737575,1.0,0.9979510777672156,1.0,0.9967886637560186,1.0,1.0,1.0,1.0,1.0,1.0,0.9724498043068212,1.0,1.0,1.0,1.0,1.0,0.9943763398531574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942911280272458,1.0,1.0,1.0,1.0,1.0,1.2212453270876722e-15,0.9972559348262293,1.0,0.7650027609009427,1.0,0.8458114995266561,1.0,1.0
Block_N17-N19,0.9884385337396784,0.9686608258040086,1.0,1.0,1.0,0.9068224346633875,1.0,1.0,0.9674699975683823,1.0,1.0,0.9941637112972436,1.0,0.9716830166133431,1.0,1.0,1.0,1.0,1.0,1.0,0.9965150870724675,1.0,0.9503262912338173,0.9947367692068249,0.9874325636485431,1.0,1.0,1.0,0.938856163491149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843730923020502,0.84016431795286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9674699975683823,1.0,1.0,0.9962495883111211,1.0,1.0,1.0,0.9628875414164368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8908910548820038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6190476190476193,1.0,1.0,0.9972559348262293,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0
Block_E70-E90,1.0,0.9994366990062004,1.0,1.0,0.9982692640522943,1.0,1.0,1.0,1.0,1.0,1.0,0.7797027728877244,1.0,0.9982648439548537,1.0,1.0,0.9842981426744668,0.9641942562980284,1.0,0.9857184488250504,0.9992170123472671,0.9508454115059466,0.9941770511012591,0.9976349224154318,1.0,1.0,1.0,1.0,0.9892487159412668,1.0,1.0,1.0,0.9716930741463851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9234295135210389,1.0,0.9902908045327423,0.6978263993768878,1.0,1.0,0.9556926526900896,1.0,1.0,1.0,1.0,0.9935714023322009,0.9974720808472511,1.0,1.0,1.0,0.8676973917725748,1.0,1.0,1.0,1.0,0.9684612149851615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673139774769693,1.0,0.7850584782266592,1.0,1.0,1.0,1.0,0.9599679615487282,1.0,1.0,0.9901072496200374,1.0,1.0,1.0,1.0,0.7259104559202254,1.0,1.0,8.881784197001252e-16,1.0,1.0,1.0,1.0,1.0
Block_D00-D09,0.9625365675367322,0.8682744542906132,1.0,1.0,0.978604832444315,0.9954597019559733,1.0,1.0,0.9849415349515791,1.0,1.0,1.0,1.0,0.8409139216680438,1.0,1.0,1.0,1.0,1.0,1.0,0.7991564484668895,1.0,0.8090460143664744,1.0,0.9912736111174067,1.0,0.9253952903047009,1.0,0.8892448401404545,0.993438354111791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977233740774583,1.0,1.0,1.0,0.9436270144380583,1.0,1.0,1.0,1.0,0.8780557054458591,1.0,1.0,1.0,0.9831641242574631,1.0,0.9027980260800326,0.7237415775059195,1.0,0.9901419205808235,0.9977925106170878,0.9756945543320978,1.0,1.0,0.9872732741946465,0.987401531293499,1.0,0.7189474697119039,1.0,1.0,1.0,0.9914010104938736,1.0,1.0,1.0,1.0,1.0,1.0,0.9262288886436683,1.0,1.0,1.0,0.9887760828383088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9847133633927195,1.0,1.0,1.0,1.0,1.0,0.7650027609009427,1.0,1.0,-4.440892098500626e-16,1.0,0.9640982364321404,1.0,1.0
