,Block_G50-G59,Block_E00-E07,Block_M91-M94,Block_M80-M85,Block_C43-C44,Block_M15-M19,Block_N30-N39,Block_M65-M68,Block_D70-D77,Block_B95-B98,Block_K00-K14,Block_K80-K87,Block_C64-C68,Block_K90-K93,Block_J80-J84,Block_F20-F29,Block_F30-F39,Block_J90-J94,Block_F40-F48,Block_E65-E68,Block_G35-G37,Block_J95-J99,Block_E10-E14,Block_J00-J06,Block_B35-B49,Block_C81-C96,Block_M60-M63,Block_K70-K77,Block_M95-M99,Block_D60-D64,Block_L60-L75,Block_C15-C26,Block_D65-D69,Block_I70-I79,Block_L20-L30,Block_L50-L54,Block_D37-D48,Block_M40-M43,Block_L55-L59,Block_A30-A49,Block_K20-K31,Block_E20-E35,Block_D50-D53,Block_M20-M25,Block_H65-H75,Block_M50-M54,Block_F10-F19,Block_K55-K64,Block_N00-N08,Block_F00-F09,Block_M45-M49,Block_G90-G99,Block_I80-I89,Block_J20-J22,Block_J40-J47,Block_K35-K38,Block_K50-K52,Block_K40-K46,Block_L40-L45,Block_I60-I69,Block_A00-A09,Block_I30-I52,Block_I10-I15,Block_H53-H54,Block_J30-J39,Block_G80-G83,Block_N10-N16,Block_I26-I28,Block_E50-E64,Block_I95-I99,Block_H80-H83,Block_C30-C39,Block_M86-M90,Block_H60-H62,Block_H10-H13,Block_H15-H22,Block_I05-I09,Block_H43-H45,Block_H00-H06,Block_B25-B34,Block_G60-G64,Block_I20-I25,Block_L00-L08,Block_H40-H42,Block_G40-G47,Block_L80-L99,Block_H25-H28,Block_H55-H59,Block_N25-N29,Block_M70-M79,Block_D80-D89,Block_H49-H52,Block_J09-J18,Block_G20-G26,Block_G30-G32,Block_M05-M14,Block_N17-N19,Block_E70-E90,Block_D00-D09,Block_B00-B09,Block_H30-H36,Block_K65-K67,Block_N20-N23
Block_K55-K64,1.0,1.0,1.0,1.0,0.9985427756073844,0.9970662500185056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988220301125352,1.0,0.9584414182538309,1.0,1.0,0.9929753175633484,1.0,1.0,1.0,0.796405360576285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1102230246251565e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.670941371086311,0.9964472490457539,0.9988206079201886,1.0,1.0,1.0,0.8917720367406343,1.0,1.0,1.0,1.0,0.7570432023809983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8615759835532145,1.0,0.9961796146679639,1.0,1.0,0.7971960223570729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9480500834715154,1.0,1.0,1.0,1.0,1.0
Block_N00-N08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9884282818958392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_F00-F09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8377785788692375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926339047155528,1.0,1.0,1.0,1.0,1.0,0.9274523749889988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9128179070897362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27452374988998807,1.0,1.0,0.8791462878501122,1.0,1.0,1.0,1.0,1.0
Block_M45-M49,1.0,0.9468473556020542,1.0,1.0,0.9965281126273106,0.9883503991480959,1.0,1.0,1.0,1.0,1.0,0.9946922520391793,1.0,0.992692831974497,1.0,1.0,1.0,1.0,1.0,1.0,0.9557192557229952,1.0,0.9644503174802659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9782196579065484,0.9736612873604068,1.0,1.0,1.0,0.942833804952497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898943489568195,1.0,1.0,1.0,1.0,1.3322676295501878e-15,1.0,1.0,1.0,0.8905378293646049,1.0,1.0,0.9971784827743156,0.756471666860834,1.0,1.0,1.0,0.9988690488812692,1.0,0.9957741532641348,1.0,1.0,1.0,1.0,1.0,1.0,0.9889983606335925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972690996495379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994892005517387,1.0,1.0,1.0,1.0,1.0,1.0,0.9858550351003332
Block_G90-G99,1.0,0.9963290329277772,1.0,1.0,1.0,0.9652423500312515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8093074821508816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,0.9964501043387749,1.0,1.0,1.0,1.0,1.0,1.0,0.9733267465315367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9564805860110756,1.0,1.0,1.0,0.9471114114652055,1.0,1.0,1.0,0.9763110315160433,1.0,1.0,1.0,0.9094758469847449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I80-I89,1.0,0.9724490946968165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.936339298592077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990352799006432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956330635493803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.881784197001252e-16,1.0,1.0,1.0,1.0,0.9521995810207144,0.8523576045678773,1.0,1.0,1.0,0.998333923297711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983237230685665,0.7847833979496673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_J20-J22,1.0,0.9930972988587048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902393723636551,1.0,1.0,1.0,1.0,1.0,1.0,0.994249453672147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.884272487528431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.881784197001252e-16,0.9421496137027557,1.0,1.0,0.9967022372348419,0.9956210211901556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.944142614243221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9721360893712323,1.0,1.0,0.9880596482941488,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_J40-J47,0.9538542614837774,0.6909437582509221,1.0,1.0,0.5523587593759751,0.900242394083289,0.9424407419130222,1.0,1.0,1.0,1.0,1.0,1.0,0.6698064988783856,1.0,1.0,1.0,1.0,1.0,0.987064260371474,0.6947612628976241,0.9500485403345823,0.658578518089565,1.0,1.0,0.9585029667083506,1.0,1.0,1.0,0.7542806145214516,0.9783272595997924,1.0,1.0,0.8835321731447409,1.0,1.0,1.0,1.0,0.9952641474336779,1.0,1.0,1.0,0.8934368860471089,0.9591846038955928,1.0,1.0,0.9693884529216946,1.0,1.0,1.0,0.8905378293646049,0.9964501043387749,1.0,0.9421496137027557,-2.220446049250313e-16,1.0,0.9714563087626185,0.9453497700802233,0.7550146429965491,1.0,1.0,0.9923618938148179,0.9196249413304978,1.0,0.6904438950924536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966012336642365,1.0,0.8843466338837188,1.0,0.9785043142885651,0.982103174097074,1.0,1.0,1.0,1.0,0.9991162839304314,1.0,1.0,0.976544102434824,0.8303196722629164,1.0,1.0,1.0,1.0,0.8616366685787069,1.0,0.993022477450352,1.0,1.0,0.8593321881401801,1.0,1.0
Block_K35-K38,1.0,0.996932132826091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958003947443419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.881784197001252e-16,1.0,1.0,1.0,0.2617113734013058,1.0,0.5356014895205383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6181186920870132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_K50-K52,1.0,0.9950804680544724,1.0,1.0,0.9855397083896622,1.0,1.0,1.0,0.9175213901157677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9907786110804585,1.0,0.9929864797073447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.670941371086311,1.0,1.0,1.0,1.0,1.0,1.0,0.9714563087626185,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9631144443218341,1.0,1.0,1.0,1.0,1.0,1.0,0.7525641703473032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_K40-K46,1.0,0.7998635647019761,1.0,0.9820439743283554,1.0,0.9909477260743111,0.36051922617514653,1.0,1.0,1.0,1.0,0.9472997998026172,1.0,0.9071691320373745,1.0,1.0,1.0,1.0,1.0,0.8333471092057141,1.0,1.0,0.9903074620856755,0.9889635748695987,1.0,0.8711344220887376,1.0,1.0,1.0,0.9854324704871816,0.6602498402609495,1.0,1.0,0.8831968811787926,1.0,1.0,1.0,1.0,1.0,1.0,0.8298987461609872,1.0,1.0,0.9790598556172068,1.0,1.0,1.0,0.9964472490457539,1.0,1.0,0.9971784827743156,1.0,0.9521995810207144,0.9967022372348419,0.9453497700802233,1.0,1.0,0.0,0.9603743535111772,1.0,1.0,0.9917667844000932,0.9980471091855014,1.0,0.9872301463872117,1.0,1.0,0.9916704578022887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843921379004713,1.0,1.0,1.0,1.0,1.0,0.9955790942342132,1.0,1.0,0.9762713227728185,1.0,0.8677119481404219,1.0,1.0,1.0,0.8150532645075361,1.0,1.0,1.0,1.0,0.9084891365713648,1.0,0.9948291999087499,1.0,1.0,1.0,1.0,1.0
Block_L40-L45,0.9976100548575737,0.8191632387179708,1.0,1.0,0.8301709777501866,1.0,0.9875667755791321,1.0,1.0,1.0,1.0,1.0,1.0,0.743892443110707,1.0,1.0,0.9861524531352783,1.0,1.0,1.0,0.5829436572355967,1.0,0.7254321637194463,1.0,1.0,1.0,1.0,0.992005115090037,1.0,0.9680085114758298,0.9958987105774828,1.0,0.9250893582770597,0.9924509531824524,1.0,1.0,1.0,1.0,0.996893174598548,1.0,1.0,1.0,0.9967230723179238,0.9042249715345694,1.0,0.9739321999136429,1.0,0.9988206079201886,1.0,1.0,0.756471666860834,1.0,0.8523576045678773,0.9956210211901556,0.7550146429965491,1.0,1.0,0.9603743535111772,2.4424906541753444e-15,1.0,1.0,1.0,0.8998387147584295,1.0,0.9727482852328312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9243375898723741,0.9217178387059584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.907093876169688,1.0,1.0,1.0,1.0,0.9209427407817582,0.987412972114637,0.9877935702922241,1.0,1.0,0.9473053166153665,1.0,0.9297281256237118
Block_I60-I69,1.0,0.9985289360734847,1.0,0.9792787831481088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9506736376333009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992842979119728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2617113734013058,1.0,1.0,1.0,7.771561172376096e-16,1.0,0.5368206953756388,0.9949293279988909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6163309414716642,1.0,1.0,1.0,1.0,0.9897965676002228,1.0,1.0,1.0,0.9914988235683113,0.9909310807370943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920438763790383,1.0,1.0,1.0,1.0,1.0
Block_A00-A09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91695452014626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I30-I52,0.9878340187065505,0.9985638893505205,1.0,1.0,0.9898689977797273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9877156713758763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8794748333771172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960682145025361,1.0,0.9926279021922552,1.0,1.0,1.0,1.0,1.0,0.9733267465315367,1.0,1.0,0.9923618938148179,0.5356014895205383,1.0,0.9917667844000932,1.0,0.5368206953756388,1.0,-1.7763568394002505e-15,0.7467152740755473,0.9026721496524042,1.0,1.0,1.0,0.9765402955575706,1.0,0.9759228293828461,1.0,1.0,1.0,1.0,0.9659497387696501,1.0,0.8212361285406629,1.0,1.0,1.0,1.0,0.9128413085377246,1.0,0.9948667299766065,0.8682483754709729,1.0,0.8671984476883383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9839814790018577,0.9058241330895734,1.0,1.0,1.0,1.0,1.0
Block_I10-I15,1.0,0.9039393578527145,0.9802164352937768,0.9952017807685294,0.9807756850892049,0.9024355338685016,0.996663900882489,0.9775675461747051,1.0,1.0,1.0,0.908157106538257,1.0,0.9617067541373862,1.0,1.0,1.0,1.0,1.0,0.868765351950196,0.887196247730599,1.0,0.8060703501364783,1.0,1.0,1.0,1.0,1.0,0.9720218144803734,0.9892200952246917,0.9990095829686676,0.9953369690800622,0.9924624543093795,0.9378518245214255,1.0,1.0,1.0,1.0,0.9615489327157426,0.9802164352937768,0.9852135793817876,1.0,0.9802164352937768,0.991606544344112,0.9868109568625179,1.0,0.9776174515842987,0.8917720367406343,1.0,1.0,0.9988690488812692,1.0,0.998333923297711,1.0,0.9196249413304978,1.0,1.0,0.9980471091855014,0.8998387147584295,0.9949293279988909,1.0,0.7467152740755473,1.2212453270876722e-15,1.0,0.9532018180923315,1.0,0.9802164352937768,1.0,1.0,1.0,1.0,1.0,0.9850450307831368,1.0,1.0,1.0,0.9878850902941047,1.0,0.9975461508024351,1.0,0.994891905557612,0.6302352860790923,1.0,0.9975648115234249,0.9565202943206047,1.0,0.9149497900320349,1.0,1.0,0.9355517073390002,0.9992155306319286,1.0,0.9958748415973216,1.0,1.0,0.9743679298650789,0.9037450158404553,0.757273620660035,0.997445952778806,1.0,0.9515682837594479,0.8154711929637459,0.9004650241530326
Block_H53-H54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4590253677019184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9026721496524042,1.0,3.3306690738754696e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864164627794265,1.0,1.0,1.0,1.0,1.0
Block_J30-J39,0.9946086747798574,0.9198124704070961,1.0,1.0,0.85857983146383,0.9939743180453399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8278938430867333,1.0,1.0,1.0,1.0,1.0,1.0,0.8822992312799272,1.0,0.7441427839698718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9906118804707527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846527537088715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957741532641348,1.0,1.0,1.0,0.6904438950924536,1.0,1.0,0.9872301463872117,0.9727482852328312,1.0,1.0,1.0,0.9532018180923315,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7707772146361305,1.0,0.9809133888562044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9941375939887289,1.0,1.0,1.0,1.0,0.8183571607590256,1.0,1.0,1.0,1.0,0.7941942122756638,1.0,1.0
Block_G80-G83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672702386342749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_N10-N16,1.0,1.0,1.0,1.0,0.9392667752365813,1.0,0.9156850859020986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8998747651356482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9802164352937768,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I26-I28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9783476732512789,0.9582152843517265,1.0,0.9897276874299882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7570932792832292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9840888543164854,1.0,1.0,1.0,0.7570432023809983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9916704578022887,1.0,1.0,1.0,0.9765402955575706,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8874912099073976,1.0,1.0,1.0,1.0,1.0,0.8873693151911564,1.0,1.0,1.0,1.0,1.0
Block_E50-E64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8780124908814333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9918739460840384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I95-I99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7418011102528388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8639172365120457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9759228293828461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H80-H83,1.0,1.0,1.0,1.0,0.9848166938091453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762977268430011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9452621142797603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_C30-C39,1.0,1.0,1.0,1.0,0.9961039618148985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8952089860952205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8911337892096365,1.0,1.0,1.0,0.9889983606335925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9731853901347685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9598713823047436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M86-M90,0.9448682153580029,1.0,1.0,1.0,1.0,1.0,0.9893773193087229,1.0,1.0,0.9480825868348834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850450307831368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4654775161751513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
