,Block_G50-G59,Block_E00-E07,Block_M91-M94,Block_M80-M85,Block_C43-C44,Block_M15-M19,Block_N30-N39,Block_M65-M68,Block_D70-D77,Block_B95-B98,Block_K00-K14,Block_K80-K87,Block_C64-C68,Block_K90-K93,Block_J80-J84,Block_F20-F29,Block_F30-F39,Block_J90-J94,Block_F40-F48,Block_E65-E68,Block_G35-G37,Block_J95-J99,Block_E10-E14,Block_J00-J06,Block_B35-B49,Block_C81-C96,Block_M60-M63,Block_K70-K77,Block_M95-M99,Block_D60-D64,Block_L60-L75,Block_C15-C26,Block_D65-D69,Block_I70-I79,Block_L20-L30,Block_L50-L54,Block_D37-D48,Block_M40-M43,Block_L55-L59,Block_A30-A49,Block_K20-K31,Block_E20-E35,Block_D50-D53,Block_M20-M25,Block_H65-H75,Block_M50-M54,Block_F10-F19,Block_K55-K64,Block_N00-N08,Block_F00-F09,Block_M45-M49,Block_G90-G99,Block_I80-I89,Block_J20-J22,Block_J40-J47,Block_K35-K38,Block_K50-K52,Block_K40-K46,Block_L40-L45,Block_I60-I69,Block_A00-A09,Block_I30-I52,Block_I10-I15,Block_H53-H54,Block_J30-J39,Block_G80-G83,Block_N10-N16,Block_I26-I28,Block_E50-E64,Block_I95-I99,Block_H80-H83,Block_C30-C39,Block_M86-M90,Block_H60-H62,Block_H10-H13,Block_H15-H22,Block_I05-I09,Block_H43-H45,Block_H00-H06,Block_B25-B34,Block_G60-G64,Block_I20-I25,Block_L00-L08,Block_H40-H42,Block_G40-G47,Block_L80-L99,Block_H25-H28,Block_H55-H59,Block_N25-N29,Block_M70-M79,Block_D80-D89,Block_H49-H52,Block_J09-J18,Block_G20-G26,Block_G30-G32,Block_M05-M14,Block_N17-N19,Block_E70-E90,Block_D00-D09,Block_B00-B09,Block_H30-H36,Block_K65-K67,Block_N20-N23
Block_G35-G37,1.0,0.7354771668049254,1.0,1.0,0.7033629980448128,1.0,0.9981858318992329,1.0,1.0,1.0,1.0,1.0,1.0,0.7945119454916807,1.0,1.0,1.0,1.0,1.0,1.0,1.4432899320127035e-15,1.0,0.5482349556904894,1.0,1.0,1.0,1.0,1.0,1.0,0.8681026641038765,1.0,1.0,0.9808717464563014,0.9990987698826069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9849383980980823,0.9949284948379151,1.0,1.0,1.0,1.0,1.0,1.0,0.9557192557229952,1.0,1.0,0.994249453672147,0.6947612628976241,1.0,0.9907786110804585,1.0,0.5829436572355967,1.0,1.0,1.0,0.887196247730599,1.0,0.8822992312799272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9944444444444445,0.9250508869390074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9308917993561805,1.0,1.0,1.0,1.0,0.9423226216495014,1.0,0.9959925794014781,1.0,1.0,0.8554039945953814,1.0,0.9946760286250005
Block_J95-J99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3306690738754696e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9500485403345823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_E10-E14,0.9427104836399247,0.6156569405262721,1.0,1.0,0.7843254410476762,0.9919962070820645,0.965504912275051,1.0,1.0,1.0,1.0,0.9939222358947375,0.9814439694905289,0.7507755415636472,1.0,1.0,1.0,1.0,1.0,0.8943772226652941,0.5482349556904894,1.0,4.440892098500626e-16,1.0,1.0,0.9961156919534095,1.0,0.8754301916328429,1.0,0.7956499879190635,0.9623136369963298,1.0,0.9812949226744014,0.949962192100967,1.0,1.0,1.0,1.0,0.9712965194626092,1.0,0.9945638825237699,1.0,0.9083566681759697,0.9691420850555711,0.9727251988618958,0.9985535352369799,0.9907426255166714,0.9988220301125352,0.9884282818958392,1.0,0.9644503174802659,1.0,0.990352799006432,1.0,0.658578518089565,1.0,0.9929864797073447,0.9903074620856755,0.7254321637194463,1.0,1.0,0.9877156713758763,0.8060703501364783,1.0,0.7441427839698718,0.9672702386342749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8863304366033564,1.0,0.9746476358610408,0.8374568344169815,0.9981816799241264,0.9677699589927611,1.0,1.0,0.992182980846047,1.0,1.0,1.0,0.937055756308183,1.0,1.0,1.0,0.9975604676232964,0.7813924441709066,0.9832375338951372,0.9020853262306552,0.9450698776989217,1.0,0.7706224921513023,0.8526220528257367,0.9986502473903561
Block_J00-J06,1.0,1.0,1.0,1.0,1.0,1.0,0.9874310747040025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6837722339831621,1.0,1.0,1.0,1.0,0.0,1.0,0.9469255107565725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9889635748695987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7418011102528388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9800199700499127,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_B35-B49,1.0,0.9900589741743693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9463943732581103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9584414182538309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_C81-C96,1.0,0.9509573536492524,1.0,1.0,1.0,1.0,0.9366265174097328,1.0,1.0,1.0,1.0,1.0,1.0,0.9479891640027479,1.0,1.0,0.979939728642874,1.0,1.0,1.0,1.0,1.0,0.9961156919534095,0.9469255107565725,1.0,4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995029118641766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9944054576113555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9585029667083506,1.0,1.0,0.8711344220887376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105879877864748,1.0,1.0,1.0,1.0,0.9946978505766536,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M60-M63,1.0,1.0,1.0,1.0,0.8967733672693039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_K70-K77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8680342241852284,1.0,1.0,1.0,1.0,1.0,0.8754301916328429,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9723973776263058,0.9929753175633484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992005115090037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9844600126058384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772800607803,0.9748023684660515,1.0,1.0,1.0,1.0
Block_M95-M99,1.0,1.0,1.0,1.0,1.0,0.9567707186721823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9720218144803734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9437060031219399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9543564535412362,1.0,1.0,1.0,1.0
Block_D60-D64,0.8410386862278841,0.6583335013739231,1.0,1.0,0.9301369068606454,0.975941184738788,0.8940769761771212,1.0,1.0,1.0,1.0,0.9957840045249412,1.0,0.6708215434522209,1.0,1.0,1.0,1.0,1.0,0.9972863732293538,0.8681026641038765,1.0,0.7956499879190635,1.0,1.0,1.0,1.0,1.0,1.0,3.3306690738754696e-16,1.0,1.0,1.0,0.9980980823757839,1.0,1.0,1.0,1.0,0.9956949408699431,1.0,1.0,1.0,0.695768671845045,0.9978594623364402,1.0,1.0,1.0,1.0,1.0,0.9926339047155528,1.0,1.0,1.0,1.0,0.7542806145214516,1.0,1.0,0.9854324704871816,0.9680085114758298,1.0,1.0,1.0,0.9892200952246917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9531031694591561,0.9963846991211804,1.0,1.0,1.0,1.0,0.997590011589004,1.0,1.0,1.0,0.8577580608936156,1.0,1.0,1.0,0.9932310255657759,0.9614553711007555,1.0,0.9915429103878354,1.0,1.0,0.8474253768472744,1.0,1.0
Block_L60-L75,1.0,0.907766400172498,1.0,1.0,0.9777032625571419,1.0,0.6538759263585794,1.0,1.0,1.0,1.0,1.0,1.0,0.9725750039310015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9623136369963298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,0.7798263088068222,1.0,1.0,0.8263373092494242,1.0,0.9928804130000094,1.0,1.0,1.0,1.0,0.9905601023279361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9783272595997924,1.0,1.0,0.6602498402609495,0.9958987105774828,1.0,1.0,1.0,0.9990095829686676,1.0,1.0,1.0,0.8998747651356482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7796525783241773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_C15-C26,1.0,1.0,1.0,1.0,0.9904566944281022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,0.7891814893221081,0.9139337034176129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.796405360576285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953369690800622,1.0,1.0,1.0,1.0,1.0,1.0,0.8639172365120457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D65-D69,1.0,1.0,1.0,1.0,1.0,1.0,0.9750146554702982,1.0,1.0,1.0,1.0,1.0,1.0,0.9397038933624864,1.0,1.0,1.0,1.0,1.0,1.0,0.9808717464563014,1.0,0.9812949226744014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9782196579065484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9250893582770597,1.0,1.0,1.0,0.9924624543093795,1.0,0.9906118804707527,1.0,1.0,0.7570932792832292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8992823478960932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9581008242796133
Block_I70-I79,1.0,0.8579240306769611,1.0,1.0,0.9788013762039034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8347931348407467,1.0,1.0,1.0,1.0,1.0,1.0,0.9990987698826069,1.0,0.949962192100967,1.0,1.0,0.995029118641766,1.0,1.0,1.0,0.9980980823757839,0.7798263088068222,1.0,1.0,-1.1102230246251565e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921020149632122,1.0,1.0,0.994076511222409,1.0,1.0,1.0,0.9736612873604068,1.0,1.0,1.0,0.8835321731447409,1.0,1.0,0.8831968811787926,0.9924509531824524,0.992842979119728,1.0,0.8794748333771172,0.9378518245214255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8952089860952205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8340906074274991,1.0,0.989688529585171,1.0,1.0,0.8466098449736533,1.0,1.0,1.0,0.8538439872918127,1.0,0.8427932609266745,1.0,1.0,1.0,1.0,0.8956606409379729,1.0,1.0,1.0,1.0,1.0
Block_L20-L30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3306690738754696e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9473371516693716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_L50-L54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7891814893221081,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9274523749889988,1.0,0.8093074821508816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D37-D48,1.0,1.0,1.0,1.0,0.97412725551659,1.0,0.994868757734941,1.0,1.0,1.0,0.8594543262147387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8263373092494242,0.9139337034176129,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M40-M43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.942833804952497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_L55-L59,1.0,0.9632697116570945,1.0,1.0,0.6621936999780786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9712965194626092,1.0,1.0,1.0,1.0,1.0,1.0,0.9956949408699431,0.9928804130000094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5543122344752192e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9952641474336779,1.0,1.0,1.0,0.996893174598548,1.0,1.0,1.0,0.9615489327157426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762977268430011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8962275695515889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9082014907956844,0.9329598476846009,1.0,1.0,1.0
Block_A30-A49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9802164352937768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_K20-K31,0.9394328589359783,1.0,1.0,1.0,0.9966375868043046,0.9898459567716864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945638825237699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.3322676295501878e-15,1.0,0.991695452014626,1.0,1.0,1.0,0.9295335736582355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8298987461609872,1.0,1.0,0.91695452014626,1.0,0.9852135793817876,1.0,0.9846527537088715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9119169670727945,0.7965809489137569,1.0,1.0,1.0,1.0,1.0,1.0,0.9867760465867157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9415060255972226,1.0,1.0,1.0,1.0,1.0,0.7328657138774255,0.989367115866997,0.9825995562830278,1.0,1.0,1.0,1.0,1.0
Block_E20-E35,1.0,1.0,1.0,1.0,0.9766237708893908,1.0,1.0,0.8908910548820038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.884272487528431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925464400750007,0.9827620365152083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D50-D53,0.6499240204050531,0.8570875969824224,1.0,1.0,0.9898777958727636,1.0,0.9887580114536132,1.0,1.0,1.0,1.0,1.0,1.0,0.8685246718177124,1.0,1.0,1.0,1.0,1.0,1.0,0.9849383980980823,1.0,0.9083566681759697,1.0,1.0,1.0,1.0,1.0,1.0,0.695768671845045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991695452014626,1.0,-2.220446049250313e-16,0.9764297739604484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8934368860471089,1.0,1.0,1.0,0.9967230723179238,1.0,1.0,1.0,0.9802164352937768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8585786437626906,1.0,1.0,1.0,1.0,1.0,1.0,0.9225403330758517,0.9980095314283549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762084524284557,1.0,1.0,1.0,1.0,0.9910646589678246,1.0,1.0,1.0,1.0,0.8319946237419382,1.0,1.0
Block_M20-M25,1.0,0.9293837217013874,1.0,1.0,0.9923653555424817,0.7041195855784931,0.9708526167710373,1.0,1.0,0.974099043670473,1.0,1.0,1.0,0.9190841941208917,1.0,1.0,1.0,1.0,1.0,1.0,0.9949284948379151,1.0,0.9691420850555711,1.0,1.0,0.9944054576113555,1.0,1.0,1.0,0.9978594623364402,0.9905601023279361,1.0,1.0,0.9921020149632122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9764297739604484,7.771561172376096e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956330635493803,1.0,0.9591846038955928,0.9958003947443419,1.0,0.9790598556172068,0.9042249715345694,1.0,1.0,0.9960682145025361,0.991606544344112,1.0,1.0,1.0,1.0,0.9840888543164854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9269703256659778,0.9793570505703489,1.0,1.0,1.0,0.9953093497017981,1.0,1.0,1.0,1.0,0.9009302527770722,1.0,1.0,1.0,1.0,0.9957878398426229,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H65-H75,1.0,1.0,1.0,1.0,0.9797555917455271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9727251988618958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9868109568625179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9839994879754227,1.0,1.0
Block_M50-M54,0.9484289376870604,1.0,1.0,1.0,0.9910531510263458,0.7874560334715632,1.0,0.9665923447609469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985535352369799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,0.9898943489568195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9739321999136429,1.0,1.0,0.9926279021922552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982406577190638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9259202802512808,1.0,1.0,1.0,1.0,1.0
Block_F10-F19,1.0,1.0,1.0,1.0,1.0,0.9942360958229577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9282862834399364,1.0,0.9,1.0,1.0,1.0,0.9907426255166714,1.0,1.0,1.0,1.0,0.9723973776263058,1.0,1.0,1.0,1.0,1.0,0.994076511222409,1.0,1.0,1.0,1.0,1.0,1.0,0.9295335736582355,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9693884529216946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9776174515842987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8911337892096365,1.0,1.0,1.0,0.7316718427000253,1.0,1.0,1.0,1.0,1.0,0.9943701047010043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
